1                name               |           model            |  asset_type  | serial_number 
762  625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2001U1D9

763  625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2001F0SU

764  625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1930X0EW

765  625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2035F0D9

766  625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2039U00K

767  625MICH-15-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FCW2022C1K6

768  625MICH-21-62A-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC2218L02X

769  625MICH-21-62A-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW2220C03D

770  625MICH-21-62A-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW2241D0D5

771  625MICH-21-62A-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC2225L05H

772  625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2102X0CN

773  625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2035C0GA

774  625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2101D1JH

775  625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2033D1VM

776  625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2101C1LN

777  625MICH-27-ESW-2                 | WS-C3850-24XS-S            | SWITCH       | FOC2231L1XV

778  625MICH-27-ESW-2                 | WS-C3850-24XS-S            | SWITCH       | FOC2232X0SZ

779  625NYS-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2142D1YY

780  625UNIV-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1740X00Q

781  626LIB-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1739X11U

782  626UNIV-B34-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2033C1FD

783  626UNIV-B34-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1926U152

784  626UNIV-B34-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2033U1HA

785  626UNIV-B34-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2022F101

786  627DART-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1739U0Y5

787  629NYS-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1739U0XU

788  630CLINTON-106A-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2209L1KB

789  630DART-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1926D144

790  630DART-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1923D12W

791  630LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2209D11G

792  630LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2209U16N

793  630LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2142F1FN

794  633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1642Z0FC

795  633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648R28H

796  633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648X2JC

797  633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648X2JP

798  633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648R20S

799  633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648Z33L

800  633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648Z31S

801  633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648Z2Y5

802  633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648R38L

803  633STCLR-19-ESW-2                | WS-C3750X-48P              | SWITCH       | FDO1642R1TC

804  633STCLR-19-ESW-2                | WS-C3750X-48P              | SWITCH       | FDO1537Z06A

805  633STCLR-19-ESW-2                | WS-C3750X-48P              | SWITCH       | FDO1704W020

806  633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1803U0AB

807  633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1810Y0KU

808  633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1807X0S9

809  633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1818U14P

810  633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1818X15S

811  633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1752X0EV

812  633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1810U0BL

813  633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1810X0A0

814  633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1810U0MT

815  636EMRSN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1629Z2LB

816  637UNIV-B-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FJB2331H0NA

817  640CLFX-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050C076

818  640EMRSN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1648P10V

819  640EMRSN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1526K0R4

820  640HVN-B-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1536K1FL

821  640LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1820C0GF

822  640LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1748Y33N

823  644HVN-B-ESW-1                   | CISCOCATALYST3560CX8PCS    | SWITCH       | FOC2036Z4YT

824  645MICH-1058-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537R0PM

825  645MICH-1058-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1648Z1G9

826  645MICH-1058-ESW-2               | WS-C3850-48P-L             | SWITCH       | FCW2037F10B

827  645MICH-1058-ESW-2               | WS-C3850-48P-L             | SWITCH       | FOC2038U1DD

828  645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FCW2038C1C8

829  645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FOC2038X1EU

830  645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FCW2038D1CP

831  645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FOC2038U1DH

832  645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FOC2038U1AD

833  645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FCW2038D195

834  645MICH-4-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1537R0ZS

835  645MICH-4-ESW-2                  | WS-C3750X-24P              | SWITCH       | FDO1602K0NM

836  645MICH-5-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2039D00N

837  645MICH-6-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW2001C1G1

838  645MICH-6-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2001X1E0

839  645MICH-6-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2001U1J4

840  645MICH-7-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1645P1HQ

841  645MICH-7-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2039X00J

842  645MICH-900-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2022C1K2

843  645MICH-900-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2001U1A5

844  645MICH-900-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW1834C0L8

845  645MICH-900-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1834X0KS

846  676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1733X07H

847  676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1733U027

848  676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1834U0LQ

849  676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1733U09P

850  676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1733U08T

851  676STCLR-12-ESW-2                | WS-C3850-24P-L             | SWITCH       | FOC1743X0MY

852  676STCLR-14-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1526P0W3

853  676STCLR-19-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1630R2T5

854  676STCLR-5-ESW-2                 | WS-C3850-12S-S             | SWITCH       | FCW2042F2C2

855  676STCLR-5-ESW-2                 | WS-C3850-12S-S             | SWITCH       | FCW2042C1U8

856  676STCLR-6-ESW-1                 | WS-C3850-24P-L             | SWITCH       | FOC1743X1B1

857  680LSD-1-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2106U0SB

858  680LSD-1100-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2038F1LP

859  680LSD-1100-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2038D19E

860  680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U142

861  680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001X1H6

862  680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2038U1DT

863  680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U1B3

864  680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2037C0HX

865  680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U1DP

866  680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1951X06U

867  680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U193

868  680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2038U1DN

869  680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1629R2TN

870  680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1643X2XZ

871  680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1537K0QH

872  680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1527P213

873  680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1629P1EU

874  680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1629R31F

875  680LSD-15-536A-ESW-2             | WS-C3850-12X48U-L          | SWITCH       | FOC2229X1A3

876  700UNIV-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2120L0L1

877  701UNIV-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW1931D1J7

878  710EMRSN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1648X1HM

879  710EMRSN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1642P19U

880  711UNIV-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW1931D1HF

881  711UNIV-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW1933D19L

882  717UNIV-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2033U2E5

883  720EMRSN-B-ESW-1                 | WS-C3850-24P-L             | SWITCH       | FOC1747X0UV

884  720EMRSN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1803U124

885  720UNIV-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1750X0ZX

886  720UNIV-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1752X0QB

887  720UNIV-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1750U10G

888  720UNIV-B-ESW-3                  | WS-C3850-24P-L             | SWITCH       | FOC1748Y315

889  720UNIV-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1750U10A

890  721UNIV-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2143U0NW

891  750NLSD-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050D09K

892  750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1848X0HY

893  750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1907U0K0

894  750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1852C1FK

895  750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1907C0JF

896  750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1903U0PT

897  750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1907X0JF

898  750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1903C04E

899  750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1907U0K3

900  750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1848U0FU

901  750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1848X0J6

902  750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1848U0GN

903  750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1848U0FW

904  750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1903X0P7

905  750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1848U0FM

906  750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1931U1P7

907  750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1852X1HC

908  750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC1903U0MD

909  750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC1903U0M5

910  750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW1903C00P

911  750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW1903C04B

912  750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC1903X06N

913  750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW2022C1JZ

914  750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X19R

915  750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1903X0L3

916  750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1903U0MC

917  750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1903D0DE

918  750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1903U00Q

919  750NLSD-5WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1835U0LD

920  750NLSD-5WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X18K

921  750NLSD-6EAST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2022X1C3

922  750NLSD-6EAST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1901C0R2

923  750NLSD-6EAST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X19N

924  750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1901D044

925  750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X183

926  750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1901D04S

927  750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X17J

928  750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2001D0T7

929  750NLSD-7EAST-ESW-2              | WS-C3850-48P-L             | SWITCH       | FCW2050C04T

930  750NLSD-7EAST-ESW-2              | WS-C3850-48P-L             | SWITCH       | FCW2035D0DT

931  750NLSD-7WEST-ESW-2              | WS-C3750X-48P              | SWITCH       | FDO1537V0AD

932  750NLSD-7WEST-ESW-2              | WS-C3750X-48P              | SWITCH       | FDO1528K0DW

933  750NLSD-7WEST-ESW-2              | WS-C3750X-48P              | SWITCH       | FDO1645P0L2

934  750NLSD-7WEST-ESW-2              | WS-C3750X-48P              | SWITCH       | FDO1527K1RD

935  750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1838C1EB

936  750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901U19C

937  750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2106U0JC

938  750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901U16V

939  750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1901C151

940  750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1838C1DY

941  750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1835U1UF

942  750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838X11U

943  750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1835C1XD

944  750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1834C0LW

945  750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1835U1V4

946  750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1848C0GW

947  750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838X153

948  750NLSD-B70-ESW-1                | WS-C3850-24P-L             | SWITCH       | FOC1820U1E8

949  750NLSD-B70-ESW-1                | WS-C3850-24P-L             | SWITCH       | FOC1815U10L

950  800ELGIN-2RAMP-ESW-1             | WS-C3850-24P-L             | SWITCH       | FOC1923X0TT

951  906UNIV-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2142X1DV
